Vorausberechneter Bevölkerungsstand: Bundesländer, Stichtag,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersjahre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsvorausberechnungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;12-Jährige;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;13-Jährige;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;14-Jährige;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;15-Jährige;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;16-Jährige;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;17-Jährige;9;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;18-Jährige;9;9;8;9;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;19-Jährige;10;9;9;9;9;8;8;8;9;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;20-Jährige;10;10;9;9;9;9;9;8;8;9;8;9;9;8;8;9;9;9;9;9;9;10;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;21-Jährige;10;10;10;9;9;9;9;9;8;9;9;8;9;9;9;9;9;9;9;9;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;22-Jährige;11;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;8;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;23-Jährige;11;11;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;24-Jährige;11;11;11;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;25-Jährige;11;11;11;11;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;26-Jährige;11;11;11;11;11;11;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;27-Jährige;12;11;11;11;11;11;11;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;28-Jährige;12;12;11;11;11;11;11;11;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;29-Jährige;12;12;12;12;11;11;11;11;11;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;11;10;10;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;30-Jährige;12;12;12;12;12;11;11;11;11;11;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;11;11;11;11;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;31-Jährige;12;12;12;12;12;12;11;11;11;11;11;11;10;10;10;9;9;9;9;9;10;9;9;10;10;9;10;10;10;11;11;11;11;11;11;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;32-Jährige;12;12;12;12;12;12;12;11;11;11;11;11;11;10;10;10;9;9;9;9;9;10;9;10;10;10;10;10;10;11;11;11;11;11;11;11;11;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;33-Jährige;12;12;12;12;12;12;12;12;11;11;11;11;11;11;10;10;10;10;10;9;9;9;10;9;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;34-Jährige;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;10;10;10;10;10;9;9;10;10;9;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;35-Jährige;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;36-Jährige;11;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;37-Jährige;12;11;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;38-Jährige;12;12;12;11;12;12;12;12;12;13;12;12;12;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;39-Jährige;12;12;12;12;11;12;12;12;13;12;13;12;12;12;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;40-Jährige;11;12;12;12;12;11;12;12;12;13;12;13;12;12;12;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;41-Jährige;11;11;12;12;12;12;11;12;12;12;13;12;13;12;12;12;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;42-Jährige;11;11;11;12;12;12;12;11;12;12;12;13;12;13;12;12;12;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;43-Jährige;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;44-Jährige;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;45-Jährige;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;46-Jährige;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;11;11;12;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;47-Jährige;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;12;11;12;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;48-Jährige;13;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;12;11;12;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;49-Jährige;13;13;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;12;11;12;12;11;11;11;10;10;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;50-Jährige;15;13;13;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;12;11;12;12;11;11;11;10;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;51-Jährige;16;15;13;13;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;12;11;12;12;11;11;11;10;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;52-Jährige;16;16;15;13;13;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;11;11;12;12;11;11;11;10;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;53-Jährige;17;16;16;15;13;13;11;10;10;10;10;11;11;11;12;12;12;12;12;12;12;12;13;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;54-Jährige;17;17;16;15;14;13;13;11;10;10;10;10;11;11;11;12;12;12;12;11;12;12;12;13;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;55-Jährige;18;17;17;16;15;14;13;13;11;10;10;10;10;11;11;11;12;12;12;12;11;12;12;12;13;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;56-Jährige;18;18;17;17;16;15;14;13;13;11;10;10;10;10;11;11;11;12;12;12;12;11;12;12;12;12;12;13;12;12;12;11;11;11;12;11;11;11;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;57-Jährige;17;18;17;17;17;16;15;14;13;12;11;10;10;10;10;11;11;11;12;12;12;11;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;58-Jährige;18;17;17;17;17;17;16;15;14;13;12;11;10;10;10;10;11;11;11;11;12;12;11;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;59-Jährige;17;18;17;17;17;17;16;16;15;14;13;12;11;10;10;10;10;11;11;11;11;11;12;11;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;60-Jährige;17;17;17;17;17;17;17;16;16;15;14;13;12;11;10;10;10;10;11;10;11;11;11;12;11;11;11;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;61-Jährige;16;17;17;17;17;17;17;16;16;16;15;14;13;12;11;10;10;10;10;10;10;11;11;11;11;11;11;11;12;12;12;12;12;12;12;11;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;62-Jährige;16;16;17;17;17;17;17;17;16;16;15;15;14;12;12;11;10;10;10;10;10;10;11;11;11;11;11;11;11;12;12;12;12;12;12;12;11;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;63-Jährige;15;16;16;17;16;17;17;17;17;16;16;15;15;14;12;12;11;10;10;10;10;10;10;11;11;11;11;11;11;11;12;12;12;12;12;12;12;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;64-Jährige;14;15;15;16;16;16;17;17;17;17;16;16;15;15;14;12;12;11;10;10;10;10;10;10;10;11;11;11;11;11;11;12;12;12;12;12;12;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;65-Jährige;14;14;15;15;16;16;16;17;16;16;16;16;16;15;14;14;12;12;11;10;10;10;10;10;10;10;11;11;11;11;11;11;11;12;12;12;12;12;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;66-Jährige;14;14;14;14;15;16;16;16;16;16;16;16;16;15;15;14;13;12;12;11;10;10;9;10;10;10;10;11;11;11;11;11;11;11;12;12;12;12;12;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;67-Jährige;14;14;14;14;14;15;15;16;16;16;16;16;16;16;15;15;14;13;12;12;10;10;9;9;10;10;10;10;11;11;11;11;11;11;11;11;12;11;12;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;68-Jährige;13;13;14;14;13;14;15;15;16;15;16;16;16;16;15;15;14;14;13;12;11;10;9;9;9;9;10;10;10;11;11;11;11;11;11;11;11;12;11;12;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;69-Jährige;13;13;13;13;13;13;14;14;15;15;15;16;15;16;16;15;15;14;14;13;12;11;10;9;9;9;9;10;10;10;11;11;11;11;10;11;11;11;11;11;12;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;70-Jährige;13;13;13;13;13;13;13;14;14;15;15;15;15;15;15;15;15;15;14;14;13;11;11;10;9;9;9;9;10;10;10;10;10;11;10;10;10;11;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;71-Jährige;11;13;13;12;13;13;13;13;13;14;14;15;15;15;15;15;15;15;14;14;13;13;11;11;10;9;9;9;9;10;9;10;10;10;10;10;10;10;11;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;72-Jährige;9;11;13;12;12;12;13;13;13;13;14;14;15;14;15;15;15;15;14;14;14;13;12;11;11;10;9;9;9;9;9;9;10;10;10;10;10;10;10;11;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;73-Jährige;7;9;11;12;12;12;12;12;12;12;13;13;14;14;14;15;14;15;15;14;14;13;13;12;11;11;10;9;9;9;9;9;9;9;10;10;10;10;10;10;11;11
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;74-Jährige;7;7;9;11;12;12;12;12;12;12;12;13;13;13;14;14;14;14;14;14;14;14;13;13;12;11;10;9;9;9;8;9;9;9;9;10;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;75-Jährige;9;7;7;8;10;12;11;11;12;12;12;12;12;13;13;14;14;14;14;14;14;14;13;13;12;12;11;10;9;8;8;8;9;9;9;9;10;10;10;10;10;10
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;76-Jährige;9;9;6;7;8;10;12;11;11;11;11;12;11;12;12;13;13;13;14;14;14;14;13;13;13;12;11;10;10;9;8;8;8;8;9;9;9;9;10;10;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;77-Jährige;8;8;8;6;7;8;10;11;11;11;11;11;11;11;12;12;12;13;13;13;13;13;13;13;13;12;12;11;10;10;9;8;8;8;8;9;9;9;9;9;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;78-Jährige;10;8;8;8;6;6;8;9;11;10;10;11;11;11;11;11;12;12;13;12;13;13;13;13;13;12;12;12;11;10;10;9;8;8;8;8;8;8;9;9;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;79-Jährige;11;10;8;8;8;6;6;7;9;10;10;10;10;10;11;10;11;11;12;12;12;13;12;13;13;12;12;12;11;11;10;9;8;8;8;8;8;8;8;8;9;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;80-Jährige;10;10;10;7;7;7;5;6;7;9;10;10;9;10;10;10;10;10;11;11;12;12;12;12;12;12;12;12;11;11;10;9;9;8;7;7;7;8;8;8;8;9
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;81-Jährige;9;10;10;9;7;7;7;5;6;7;8;9;9;9;9;9;10;10;10;10;11;11;11;12;12;12;12;11;11;11;10;10;9;9;8;7;7;7;7;8;8;8
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;82-Jährige;9;9;9;9;9;7;7;7;5;5;6;8;9;9;9;9;9;9;9;10;10;10;11;11;11;11;11;11;11;11;10;10;9;9;8;8;7;7;7;7;7;7
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;83-Jährige;8;8;8;9;8;8;6;6;6;5;5;6;7;8;8;8;8;8;9;9;9;9;10;10;10;10;10;11;11;10;10;10;10;9;8;8;7;7;7;7;7;7
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;84-Jährige;7;8;8;8;8;8;7;6;6;6;4;5;6;7;8;8;8;8;8;8;8;8;9;9;10;10;10;10;10;10;10;10;9;9;9;8;8;7;6;6;6;6
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;85-Jährige;6;6;7;7;7;7;7;7;5;5;5;4;4;5;6;7;7;7;7;7;8;7;8;8;9;9;9;9;9;9;9;9;9;9;9;8;7;7;6;6;6;6
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;86-Jährige;4;5;6;6;6;6;7;7;6;5;5;5;4;4;5;6;7;7;6;7;7;7;7;7;8;8;8;8;9;9;9;9;9;8;8;8;7;7;7;6;6;6
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;87-Jährige;4;4;4;5;6;6;6;6;6;6;4;4;4;3;3;4;5;6;6;6;6;6;6;6;7;7;7;8;8;8;8;8;8;8;8;8;7;7;6;6;6;5
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;88-Jährige;4;4;3;4;5;5;5;5;5;5;5;4;4;4;3;3;4;5;5;5;5;5;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;6;6;6;5
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;89-Jährige;3;3;3;3;3;4;4;4;4;5;5;4;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;6;6;6;6;6;6;7;7;6;6;6;6;6;5;5
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;90-Jährige;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;3;2;2;3;4;4;4;4;4;4;4;4;5;5;5;5;5;6;6;6;6;6;6;6;5;5;5
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;91-Jährige;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;3;2;2;3;3;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;92-Jährige;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;93-Jährige;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;3;2;2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;94-Jährige;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;95-Jährige;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;96-Jährige;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;97-Jährige;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;98-Jährige;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;99-Jährige;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;100 Jahre und mehr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2
Saarland;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;Insgesamt;988;985;982;979;976;973;969;966;963;959;955;952;948;944;941;938;934;931;927;924;921;918;914;911;907;904;901;897;894;890;887;884;881;878;875;872;870;867;865;863;861;859
Sachsen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;unter 1 Jahr;18;18;18;18;18;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;16;15;15
Sachsen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;1-Jährige;19;19;18;18;18;18;18;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;15
Sachsen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;2-Jährige;19;19;19;19;18;18;18;18;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16
Sachsen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;3-Jährige;20;19;19;19;19;18;18;18;18;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16
Sachsen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;4-Jährige;20;20;19;19;19;19;19;18;18;18;18;17;17;17;17;17;17;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;16;16;16;16;16;16;16
